language,claim_id,contrast_id,outcome,seed,estimate
spanish,trained_row_effect,spanish_initial_minus_correctly_assigned,step_zero,110,0.97897880159862
spanish,trained_row_effect,spanish_initial_minus_correctly_assigned,step_zero,115,1.00003802100589
spanish,trained_row_effect,spanish_initial_minus_correctly_assigned,step_zero,130,1.02237738533377
spanish,trained_row_effect,spanish_initial_minus_correctly_assigned,step_zero,132,0.896749457741141
spanish,trained_row_effect,spanish_initial_minus_correctly_assigned,step_zero,136,1.02439395208641
spanish,trained_row_effect,spanish_initial_minus_correctly_assigned,step_zero,164,0.858832201270062
spanish,trained_row_effect,spanish_initial_minus_correctly_assigned,step_zero,193,0.923415911292081
spanish,trained_row_effect,spanish_initial_minus_correctly_assigned,step_zero,211,1.05392749158666
spanish,trained_row_effect,spanish_initial_minus_correctly_assigned,step_zero,222,0.897131423558571
spanish,trained_row_effect,spanish_initial_minus_correctly_assigned,step_zero,248,0.872078960778336
spanish,trained_row_effect,spanish_initial_minus_correctly_assigned,step_zero,268,0.760466154422312
spanish,trained_row_effect,spanish_initial_minus_correctly_assigned,step_zero,271,0.919559625512818
spanish,trained_row_effect,spanish_initial_minus_correctly_assigned,step_zero,283,1.00135301771533
spanish,trained_row_effect,spanish_initial_minus_correctly_assigned,step_zero,284,0.818979078543509
german,trained_row_effect,german_initial_minus_correctly_assigned,step_zero,110,1.09279891403709
german,trained_row_effect,german_initial_minus_correctly_assigned,step_zero,115,1.08219671874022
german,trained_row_effect,german_initial_minus_correctly_assigned,step_zero,130,1.04512389897349
german,trained_row_effect,german_initial_minus_correctly_assigned,step_zero,132,0.905117621511323
german,trained_row_effect,german_initial_minus_correctly_assigned,step_zero,136,1.06399556386599
german,trained_row_effect,german_initial_minus_correctly_assigned,step_zero,164,1.07353583513085
german,trained_row_effect,german_initial_minus_correctly_assigned,step_zero,193,1.0495066787622
german,trained_row_effect,german_initial_minus_correctly_assigned,step_zero,211,0.885536933234434
german,trained_row_effect,german_initial_minus_correctly_assigned,step_zero,222,1.03560408457993
german,trained_row_effect,german_initial_minus_correctly_assigned,step_zero,248,1.20629403508625
german,trained_row_effect,german_initial_minus_correctly_assigned,step_zero,268,1.03133497988578
german,trained_row_effect,german_initial_minus_correctly_assigned,step_zero,271,0.840650659645306
german,trained_row_effect,german_initial_minus_correctly_assigned,step_zero,283,1.05766476455304
german,trained_row_effect,german_initial_minus_correctly_assigned,step_zero,284,1.16798457858675
spanish,correct_assignment_advantage,spanish_correct_assignment_advantage__map_1,step_zero,110,0.339019806262822
spanish,correct_assignment_advantage,spanish_correct_assignment_advantage__map_1,step_zero,115,0.462490619019884
spanish,correct_assignment_advantage,spanish_correct_assignment_advantage__map_1,step_zero,130,0.491095878271462
spanish,correct_assignment_advantage,spanish_correct_assignment_advantage__map_1,step_zero,132,0.314495502225489
spanish,correct_assignment_advantage,spanish_correct_assignment_advantage__map_1,step_zero,136,0.459445776240954
spanish,correct_assignment_advantage,spanish_correct_assignment_advantage__map_1,step_zero,164,0.22017376855798
